region	get reads	find candidates	make pileup images	write outputs	num reads	num candidates	num examples
chr20:10015000-10015999	0.098	0.037	0.007	0.006	512	3	3
chr20:10031000-10031999	0.159	0.036	0.01	0.013	669	4	4
chr20:10047000-10047999	0.017	0.033	0.0	0.0	536	0	0
chr20:10063000-10063999	0.016	0.039	0.0	0.0	554	0	0
chr20:10079000-10079999	0.029	0.043	0.0	0.0	585	0	0
chr20:10095000-10095999	0.083	0.032	0.005	0.005	631	2	2
chr20:10111000-10111999	0.002	0.023	0.0	0.0	0	0	0
chr20:10127000-10127999	0.001	0.025	0.0	0.0	0	0	0
chr20:10143000-10143999	0.001	0.026	0.0	0.0	0	0	0
chr20:10159000-10159999	0.001	0.026	0.0	0.0	0	0	0
chr20:10175000-10175999	0.001	0.026	0.0	0.0	0	0	0
chr20:10191000-10191999	0.001	0.025	0.0	0.0	0	0	0
chr20:10207000-10207999	0.001	0.026	0.0	0.0	0	0	0
chr20:10223000-10223999	0.001	0.025	0.0	0.0	0	0	0
chr20:10239000-10239999	0.001	0.023	0.0	0.0	0	0	0
chr20:10255000-10255999	0.001	0.034	0.0	0.0	0	0	0
chr20:10271000-10271999	0.001	0.039	0.0	0.0	0	0	0
chr20:10287000-10287999	0.001	0.023	0.0	0.0	0	0	0
chr20:10303000-10303999	0.001	0.023	0.0	0.0	0	0	0
chr20:10319000-10319999	0.001	0.023	0.0	0.0	0	0	0
chr20:10335000-10335999	0.001	0.104	0.0	0.0	0	0	0
chr20:10351000-10351999	0.001	0.022	0.0	0.0	0	0	0
chr20:10367000-10367999	0.001	0.017	0.0	0.0	0	0	0
chr20:10383000-10383999	0.001	0.017	0.0	0.0	0	0	0
chr20:10399000-10399999	0.001	0.021	0.0	0.0	0	0	0
chr20:10415000-10415999	0.001	0.023	0.0	0.0	0	0	0
chr20:10431000-10431999	0.001	0.023	0.0	0.0	0	0	0
chr20:10447000-10447999	0.001	0.023	0.0	0.0	0	0	0
chr20:10463000-10463999	0.001	0.022	0.0	0.0	0	0	0
chr20:10479000-10479999	0.001	0.025	0.0	0.0	0	0	0
chr20:10495000-10495999	0.0	0.027	0.0	0.0	0	0	0
chr20:10511000-10511999	0.0	0.026	0.0	0.0	0	0	0
chr20:10527000-10527999	0.001	0.024	0.0	0.0	0	0	0
chr20:10543000-10543999	0.001	0.026	0.0	0.0	0	0	0
chr20:10559000-10559999	0.001	0.026	0.0	0.0	0	0	0
chr20:10575000-10575999	0.001	0.027	0.0	0.0	0	0	0
chr20:10591000-10591999	0.001	0.026	0.0	0.0	0	0	0
chr20:10607000-10607999	0.001	0.026	0.0	0.0	0	0	0
chr20:10623000-10623999	0.001	0.026	0.0	0.0	0	0	0
chr20:10639000-10639999	0.001	0.027	0.0	0.0	0	0	0
chr20:10655000-10655999	0.001	0.027	0.0	0.0	0	0	0
chr20:10671000-10671999	0.001	0.026	0.0	0.0	0	0	0
chr20:10687000-10687999	0.001	0.026	0.0	0.0	0	0	0
chr20:10703000-10703999	0.001	0.026	0.0	0.0	0	0	0
chr20:10719000-10719999	0.001	0.026	0.0	0.0	0	0	0
chr20:10735000-10735999	0.001	0.026	0.0	0.0	0	0	0
chr20:10751000-10751999	0.001	0.027	0.0	0.0	0	0	0
chr20:10767000-10767999	0.001	0.026	0.0	0.0	0	0	0
chr20:10783000-10783999	0.001	0.026	0.0	0.0	0	0	0
chr20:10799000-10799999	0.001	0.026	0.0	0.0	0	0	0
chr20:10815000-10815999	0.001	0.027	0.0	0.0	0	0	0
chr20:10831000-10831999	0.001	0.026	0.0	0.0	0	0	0
chr20:10847000-10847999	0.001	0.026	0.0	0.0	0	0	0
chr20:10863000-10863999	0.001	0.026	0.0	0.0	0	0	0
chr20:10879000-10879999	0.001	0.026	0.0	0.0	0	0	0
chr20:10895000-10895999	0.001	0.026	0.0	0.0	0	0	0
chr20:10911000-10911999	0.001	0.026	0.0	0.0	0	0	0
chr20:10927000-10927999	0.001	0.026	0.0	0.0	0	0	0
chr20:10943000-10943999	0.001	0.026	0.0	0.0	0	0	0
chr20:10959000-10959999	0.001	0.026	0.0	0.0	0	0	0
chr20:10975000-10975999	0.001	0.027	0.0	0.0	0	0	0
chr20:10991000-10991999	0.001	0.026	0.0	0.0	0	0	0
