region	get reads	find candidates	make pileup images	write outputs	num reads	num candidates	num examples
chr20:10011000-10011999	0.091	0.033	0.021	0.012	585	5	5
chr20:10027000-10027999	0.278	0.077	0.016	0.009	640	3	3
chr20:10043000-10043999	0.088	0.065	0.003	0.004	668	1	1
chr20:10059000-10059999	0.025	0.034	0.0	0.0	585	0	0
chr20:10075000-10075999	0.06	0.035	0.006	0.008	547	3	3
chr20:10091000-10091999	0.043	0.034	0.003	0.003	543	1	1
chr20:10107000-10107999	0.006	0.025	0.0	0.0	0	0	0
chr20:10123000-10123999	0.001	0.026	0.0	0.0	0	0	0
chr20:10139000-10139999	0.001	0.027	0.0	0.0	0	0	0
chr20:10155000-10155999	0.001	0.025	0.0	0.0	0	0	0
chr20:10171000-10171999	0.001	0.025	0.0	0.0	0	0	0
chr20:10187000-10187999	0.001	0.026	0.0	0.0	0	0	0
chr20:10203000-10203999	0.001	0.026	0.0	0.0	0	0	0
chr20:10219000-10219999	0.001	0.026	0.0	0.0	0	0	0
chr20:10235000-10235999	0.001	0.026	0.0	0.0	0	0	0
chr20:10251000-10251999	0.001	0.027	0.0	0.0	0	0	0
chr20:10267000-10267999	0.001	0.026	0.0	0.0	0	0	0
chr20:10283000-10283999	0.001	0.026	0.0	0.0	0	0	0
chr20:10299000-10299999	0.001	0.026	0.0	0.0	0	0	0
chr20:10315000-10315999	0.001	0.026	0.0	0.0	0	0	0
chr20:10331000-10331999	0.001	0.027	0.0	0.0	0	0	0
chr20:10347000-10347999	0.001	0.028	0.0	0.0	0	0	0
chr20:10363000-10363999	0.001	0.027	0.0	0.0	0	0	0
chr20:10379000-10379999	0.001	0.027	0.0	0.0	0	0	0
chr20:10395000-10395999	0.001	0.027	0.0	0.0	0	0	0
chr20:10411000-10411999	0.001	0.027	0.0	0.0	0	0	0
chr20:10427000-10427999	0.001	0.027	0.0	0.0	0	0	0
chr20:10443000-10443999	0.001	0.027	0.0	0.0	0	0	0
chr20:10459000-10459999	0.001	0.027	0.0	0.0	0	0	0
chr20:10475000-10475999	0.001	0.026	0.0	0.0	0	0	0
chr20:10491000-10491999	0.001	0.027	0.0	0.0	0	0	0
chr20:10507000-10507999	0.001	0.027	0.0	0.0	0	0	0
chr20:10523000-10523999	0.001	0.027	0.0	0.0	0	0	0
chr20:10539000-10539999	0.001	0.027	0.0	0.0	0	0	0
chr20:10555000-10555999	0.001	0.027	0.0	0.0	0	0	0
chr20:10571000-10571999	0.001	0.027	0.0	0.0	0	0	0
chr20:10587000-10587999	0.001	0.026	0.0	0.0	0	0	0
chr20:10603000-10603999	0.001	0.026	0.0	0.0	0	0	0
chr20:10619000-10619999	0.001	0.026	0.0	0.0	0	0	0
chr20:10635000-10635999	0.001	0.026	0.0	0.0	0	0	0
chr20:10651000-10651999	0.001	0.027	0.0	0.0	0	0	0
chr20:10667000-10667999	0.001	0.026	0.0	0.0	0	0	0
chr20:10683000-10683999	0.001	0.027	0.0	0.0	0	0	0
chr20:10699000-10699999	0.001	0.026	0.0	0.0	0	0	0
chr20:10715000-10715999	0.001	0.026	0.0	0.0	0	0	0
chr20:10731000-10731999	0.001	0.027	0.0	0.0	0	0	0
chr20:10747000-10747999	0.001	0.026	0.0	0.0	0	0	0
chr20:10763000-10763999	0.001	0.026	0.0	0.0	0	0	0
chr20:10779000-10779999	0.001	0.026	0.0	0.0	0	0	0
chr20:10795000-10795999	0.001	0.026	0.0	0.0	0	0	0
chr20:10811000-10811999	0.001	0.027	0.0	0.0	0	0	0
chr20:10827000-10827999	0.001	0.026	0.0	0.0	0	0	0
chr20:10843000-10843999	0.001	0.026	0.0	0.0	0	0	0
chr20:10859000-10859999	0.001	0.026	0.0	0.0	0	0	0
chr20:10875000-10875999	0.001	0.026	0.0	0.0	0	0	0
chr20:10891000-10891999	0.001	0.026	0.0	0.0	0	0	0
chr20:10907000-10907999	0.001	0.026	0.0	0.0	0	0	0
chr20:10923000-10923999	0.001	0.026	0.0	0.0	0	0	0
chr20:10939000-10939999	0.001	0.027	0.0	0.0	0	0	0
chr20:10955000-10955999	0.001	0.027	0.0	0.0	0	0	0
chr20:10971000-10971999	0.001	0.027	0.0	0.0	0	0	0
chr20:10987000-10987999	0.001	0.027	0.0	0.0	0	0	0
