region	get reads	find candidates	make pileup images	write outputs	num reads	num candidates	num examples
chr20:10012000-10012999	0.058	0.092	0.044	0.085	470	14	14
chr20:10028000-10028999	0.304	0.342	0.003	0.002	566	1	1
chr20:10044000-10044999	0.071	0.062	0.003	0.004	549	1	1
chr20:10060000-10060999	0.029	0.064	0.0	0.0	553	0	0
chr20:10076000-10076999	0.159	0.23	0.047	0.065	573	5	5
chr20:10092000-10092999	0.045	0.078	0.007	0.015	551	1	1
chr20:10108000-10108999	0.006	0.029	0.0	0.0	0	0	0
chr20:10124000-10124999	0.001	0.025	0.0	0.0	0	0	0
chr20:10140000-10140999	0.001	0.022	0.0	0.0	0	0	0
chr20:10156000-10156999	0.001	0.018	0.0	0.0	0	0	0
chr20:10172000-10172999	0.001	0.021	0.0	0.0	0	0	0
chr20:10188000-10188999	0.001	0.024	0.0	0.0	0	0	0
chr20:10204000-10204999	0.001	0.03	0.0	0.0	0	0	0
chr20:10220000-10220999	0.001	0.038	0.0	0.0	0	0	0
chr20:10236000-10236999	0.001	0.058	0.0	0.0	0	0	0
chr20:10252000-10252999	0.001	0.038	0.0	0.0	0	0	0
chr20:10268000-10268999	0.003	0.088	0.0	0.0	0	0	0
chr20:10284000-10284999	0.001	0.026	0.0	0.0	0	0	0
chr20:10300000-10300999	0.001	0.026	0.0	0.0	0	0	0
chr20:10316000-10316999	0.001	0.026	0.0	0.0	0	0	0
chr20:10332000-10332999	0.001	0.025	0.0	0.0	0	0	0
chr20:10348000-10348999	0.001	0.025	0.0	0.0	0	0	0
chr20:10364000-10364999	0.001	0.028	0.0	0.0	0	0	0
chr20:10380000-10380999	0.001	0.024	0.0	0.0	0	0	0
chr20:10396000-10396999	0.001	0.024	0.0	0.0	0	0	0
chr20:10412000-10412999	0.001	0.025	0.0	0.0	0	0	0
chr20:10428000-10428999	0.001	0.028	0.0	0.0	0	0	0
chr20:10444000-10444999	0.001	0.026	0.0	0.0	0	0	0
chr20:10460000-10460999	0.001	0.026	0.0	0.0	0	0	0
chr20:10476000-10476999	0.001	0.024	0.0	0.0	0	0	0
chr20:10492000-10492999	0.001	0.028	0.0	0.0	0	0	0
chr20:10508000-10508999	0.001	0.023	0.0	0.0	0	0	0
chr20:10524000-10524999	0.0	0.024	0.0	0.0	0	0	0
chr20:10540000-10540999	0.001	0.023	0.0	0.0	0	0	0
chr20:10556000-10556999	0.001	0.023	0.0	0.0	0	0	0
chr20:10572000-10572999	0.001	0.024	0.0	0.0	0	0	0
chr20:10588000-10588999	0.0	0.019	0.0	0.0	0	0	0
chr20:10604000-10604999	0.0	0.014	0.0	0.0	0	0	0
chr20:10620000-10620999	0.0	0.014	0.0	0.0	0	0	0
chr20:10636000-10636999	0.0	0.024	0.0	0.0	0	0	0
chr20:10652000-10652999	0.001	0.022	0.0	0.0	0	0	0
chr20:10668000-10668999	0.0	0.014	0.0	0.0	0	0	0
chr20:10684000-10684999	0.0	0.014	0.0	0.0	0	0	0
chr20:10700000-10700999	0.0	0.023	0.0	0.0	0	0	0
chr20:10716000-10716999	0.001	0.023	0.0	0.0	0	0	0
chr20:10732000-10732999	0.0	0.015	0.0	0.0	0	0	0
chr20:10748000-10748999	0.0	0.014	0.0	0.0	0	0	0
chr20:10764000-10764999	0.0	0.026	0.0	0.0	0	0	0
chr20:10780000-10780999	0.001	0.023	0.0	0.0	0	0	0
chr20:10796000-10796999	0.0	0.014	0.0	0.0	0	0	0
chr20:10812000-10812999	0.0	0.015	0.0	0.0	0	0	0
chr20:10828000-10828999	0.0	0.03	0.0	0.0	0	0	0
chr20:10844000-10844999	0.001	0.017	0.0	0.0	0	0	0
chr20:10860000-10860999	0.0	0.014	0.0	0.0	0	0	0
chr20:10876000-10876999	0.0	0.017	0.0	0.0	0	0	0
chr20:10892000-10892999	0.001	0.027	0.0	0.0	0	0	0
chr20:10908000-10908999	0.0	0.014	0.0	0.0	0	0	0
chr20:10924000-10924999	0.0	0.014	0.0	0.0	0	0	0
chr20:10940000-10940999	0.0	0.029	0.0	0.0	0	0	0
chr20:10956000-10956999	0.001	0.017	0.0	0.0	0	0	0
chr20:10972000-10972999	0.0	0.014	0.0	0.0	0	0	0
chr20:10988000-10988999	0.0	0.022	0.0	0.0	0	0	0
