region	get reads	find candidates	make pileup images	write outputs	num reads	num candidates	num examples
chr20:10014000-10014999	0.016	0.111	0.015	0.0	603	1	1
chr20:10030000-10030999	0.006	0.035	0.003	0.003	512	1	1
chr20:10046000-10046999	0.006	0.036	0.038	0.016	489	6	6
chr20:10062000-10062999	0.007	0.037	0.003	0.003	592	1	1
chr20:10078000-10078999	0.006	0.035	0.0	0.0	570	0	0
chr20:10094000-10094999	0.006	0.038	0.007	0.007	568	3	3
chr20:10110000-10110999	0.002	0.025	0.0	0.0	0	0	0
chr20:10126000-10126999	0.001	0.025	0.0	0.0	0	0	0
chr20:10142000-10142999	0.001	0.025	0.0	0.0	0	0	0
chr20:10158000-10158999	0.001	0.022	0.0	0.0	0	0	0
chr20:10174000-10174999	0.001	0.023	0.0	0.0	0	0	0
chr20:10190000-10190999	0.001	0.022	0.0	0.0	0	0	0
chr20:10206000-10206999	0.001	0.021	0.0	0.0	0	0	0
chr20:10222000-10222999	0.001	0.022	0.0	0.0	0	0	0
chr20:10238000-10238999	0.001	0.021	0.0	0.0	0	0	0
chr20:10254000-10254999	0.001	0.051	0.0	0.0	0	0	0
chr20:10270000-10270999	0.001	0.042	0.0	0.0	0	0	0
chr20:10286000-10286999	0.001	0.031	0.0	0.0	0	0	0
chr20:10302000-10302999	0.001	0.025	0.0	0.0	0	0	0
chr20:10318000-10318999	0.001	0.025	0.0	0.0	0	0	0
chr20:10334000-10334999	0.001	0.024	0.0	0.0	0	0	0
chr20:10350000-10350999	0.001	0.024	0.0	0.0	0	0	0
chr20:10366000-10366999	0.001	0.02	0.0	0.0	0	0	0
chr20:10382000-10382999	0.001	0.023	0.0	0.0	0	0	0
chr20:10398000-10398999	0.001	0.022	0.0	0.0	0	0	0
chr20:10414000-10414999	0.001	0.021	0.0	0.0	0	0	0
chr20:10430000-10430999	0.001	0.023	0.0	0.0	0	0	0
chr20:10446000-10446999	0.001	0.029	0.0	0.0	0	0	0
chr20:10462000-10462999	0.001	0.02	0.0	0.0	0	0	0
chr20:10478000-10478999	0.001	0.022	0.0	0.0	0	0	0
chr20:10494000-10494999	0.0	0.023	0.0	0.0	0	0	0
chr20:10510000-10510999	0.0	0.022	0.0	0.0	0	0	0
chr20:10526000-10526999	0.001	0.022	0.0	0.0	0	0	0
chr20:10542000-10542999	0.0	0.022	0.0	0.0	0	0	0
chr20:10558000-10558999	0.001	0.022	0.0	0.0	0	0	0
chr20:10574000-10574999	0.001	0.023	0.0	0.0	0	0	0
chr20:10590000-10590999	0.0	0.022	0.0	0.0	0	0	0
chr20:10606000-10606999	0.001	0.02	0.0	0.0	0	0	0
chr20:10622000-10622999	0.0	0.014	0.0	0.0	0	0	0
chr20:10638000-10638999	0.0	0.014	0.0	0.0	0	0	0
chr20:10654000-10654999	0.0	0.016	0.0	0.0	0	0	0
chr20:10670000-10670999	0.0	0.025	0.0	0.0	0	0	0
chr20:10686000-10686999	0.0	0.026	0.0	0.0	0	0	0
chr20:10702000-10702999	0.0	0.027	0.0	0.0	0	0	0
chr20:10718000-10718999	0.0	0.028	0.0	0.0	0	0	0
chr20:10734000-10734999	0.001	0.028	0.0	0.0	0	0	0
chr20:10750000-10750999	0.0	0.027	0.0	0.0	0	0	0
chr20:10766000-10766999	0.0	0.028	0.0	0.0	0	0	0
chr20:10782000-10782999	0.0	0.027	0.0	0.0	0	0	0
chr20:10798000-10798999	0.001	0.027	0.0	0.0	0	0	0
chr20:10814000-10814999	0.0	0.027	0.0	0.0	0	0	0
chr20:10830000-10830999	0.001	0.026	0.0	0.0	0	0	0
chr20:10846000-10846999	0.001	0.026	0.0	0.0	0	0	0
chr20:10862000-10862999	0.001	0.026	0.0	0.0	0	0	0
chr20:10878000-10878999	0.001	0.025	0.0	0.0	0	0	0
chr20:10894000-10894999	0.0	0.025	0.0	0.0	0	0	0
chr20:10910000-10910999	0.001	0.026	0.0	0.0	0	0	0
chr20:10926000-10926999	0.001	0.025	0.0	0.0	0	0	0
chr20:10942000-10942999	0.001	0.026	0.0	0.0	0	0	0
chr20:10958000-10958999	0.001	0.025	0.0	0.0	0	0	0
chr20:10974000-10974999	0.0	0.026	0.0	0.0	0	0	0
chr20:10990000-10990999	0.0	0.024	0.0	0.0	0	0	0
