region	get reads	find candidates	make pileup images	write outputs	num reads	num candidates	num examples
chr20:10013000-10013999	0.048	0.159	0.006	0.003	597	2	2
chr20:10029000-10029999	0.015	0.05	0.0	0.0	577	0	0
chr20:10045000-10045999	0.005	0.033	0.006	0.006	542	2	2
chr20:10061000-10061999	0.006	0.031	0.0	0.0	601	0	0
chr20:10077000-10077999	0.004	0.029	0.003	0.002	636	1	1
chr20:10093000-10093999	0.005	0.031	0.015	0.006	557	2	2
chr20:10109000-10109999	0.001	0.021	0.0	0.0	0	0	0
chr20:10125000-10125999	0.001	0.029	0.0	0.0	0	0	0
chr20:10141000-10141999	0.001	0.022	0.0	0.0	0	0	0
chr20:10157000-10157999	0.001	0.038	0.0	0.0	0	0	0
chr20:10173000-10173999	0.001	0.023	0.0	0.0	0	0	0
chr20:10189000-10189999	0.001	0.02	0.0	0.0	0	0	0
chr20:10205000-10205999	0.001	0.022	0.0	0.0	0	0	0
chr20:10221000-10221999	0.001	0.022	0.0	0.0	0	0	0
chr20:10237000-10237999	0.001	0.022	0.0	0.0	0	0	0
chr20:10253000-10253999	0.001	0.023	0.0	0.0	0	0	0
chr20:10269000-10269999	0.001	0.026	0.0	0.0	0	0	0
chr20:10285000-10285999	0.001	0.04	0.0	0.0	0	0	0
chr20:10301000-10301999	0.001	0.031	0.0	0.0	0	0	0
chr20:10317000-10317999	0.001	0.028	0.0	0.0	0	0	0
chr20:10333000-10333999	0.001	0.046	0.0	0.0	0	0	0
chr20:10349000-10349999	0.004	0.128	0.0	0.0	0	0	0
chr20:10365000-10365999	0.001	0.022	0.0	0.0	0	0	0
chr20:10381000-10381999	0.001	0.022	0.0	0.0	0	0	0
chr20:10397000-10397999	0.001	0.027	0.0	0.0	0	0	0
chr20:10413000-10413999	0.001	0.133	0.002	0.0	0	0	0
chr20:10429000-10429999	0.001	0.058	0.0	0.0	0	0	0
chr20:10445000-10445999	0.001	0.036	0.0	0.0	0	0	0
chr20:10461000-10461999	0.001	0.044	0.0	0.0	0	0	0
chr20:10477000-10477999	0.001	0.035	0.0	0.0	0	0	0
chr20:10493000-10493999	0.001	0.03	0.0	0.0	0	0	0
chr20:10509000-10509999	0.001	0.027	0.0	0.0	0	0	0
chr20:10525000-10525999	0.001	0.041	0.0	0.0	0	0	0
chr20:10541000-10541999	0.001	0.026	0.0	0.0	0	0	0
chr20:10557000-10557999	0.001	0.026	0.0	0.0	0	0	0
chr20:10573000-10573999	0.001	0.028	0.0	0.0	0	0	0
chr20:10589000-10589999	0.001	0.027	0.0	0.0	0	0	0
chr20:10605000-10605999	0.0	0.026	0.0	0.0	0	0	0
chr20:10621000-10621999	0.0	0.027	0.0	0.0	0	0	0
chr20:10637000-10637999	0.001	0.026	0.0	0.0	0	0	0
chr20:10653000-10653999	0.001	0.028	0.0	0.0	0	0	0
chr20:10669000-10669999	0.001	0.026	0.0	0.0	0	0	0
chr20:10685000-10685999	0.001	0.027	0.0	0.0	0	0	0
chr20:10701000-10701999	0.001	0.026	0.0	0.0	0	0	0
chr20:10717000-10717999	0.001	0.026	0.0	0.0	0	0	0
chr20:10733000-10733999	0.001	0.027	0.0	0.0	0	0	0
chr20:10749000-10749999	0.0	0.026	0.0	0.0	0	0	0
chr20:10765000-10765999	0.0	0.026	0.0	0.0	0	0	0
chr20:10781000-10781999	0.001	0.042	0.0	0.0	0	0	0
chr20:10797000-10797999	0.001	0.029	0.0	0.0	0	0	0
chr20:10813000-10813999	0.001	0.028	0.0	0.0	0	0	0
chr20:10829000-10829999	0.001	0.031	0.0	0.0	0	0	0
chr20:10845000-10845999	0.001	0.028	0.0	0.0	0	0	0
chr20:10861000-10861999	0.001	0.028	0.0	0.0	0	0	0
chr20:10877000-10877999	0.001	0.027	0.0	0.0	0	0	0
chr20:10893000-10893999	0.001	0.028	0.0	0.0	0	0	0
chr20:10909000-10909999	0.001	0.028	0.0	0.0	0	0	0
chr20:10925000-10925999	0.001	0.027	0.0	0.0	0	0	0
chr20:10941000-10941999	0.001	0.027	0.0	0.0	0	0	0
chr20:10957000-10957999	0.001	0.026	0.0	0.0	0	0	0
chr20:10973000-10973999	0.001	0.027	0.0	0.0	0	0	0
chr20:10989000-10989999	0.001	0.026	0.0	0.0	0	0	0
