region	get reads	find candidates	make pileup images	write outputs	num reads	num candidates	num examples
chr20:10005000-10005999	0.017	0.129	0.014	0.011	579	5	5
chr20:10021000-10021999	0.014	0.032	0.0	0.0	660	0	0
chr20:10037000-10037999	0.013	0.039	0.136	0.031	605	11	11
chr20:10053000-10053999	0.012	0.033	0.0	0.0	507	0	0
chr20:10069000-10069999	0.011	0.034	0.0	0.0	559	0	0
chr20:10085000-10085999	0.012	0.04	0.003	0.003	584	1	1
chr20:10101000-10101999	0.007	0.027	0.0	0.0	0	0	0
chr20:10117000-10117999	0.001	0.026	0.0	0.0	0	0	0
chr20:10133000-10133999	0.001	0.027	0.0	0.0	0	0	0
chr20:10149000-10149999	0.001	0.027	0.0	0.0	0	0	0
chr20:10165000-10165999	0.001	0.026	0.0	0.0	0	0	0
chr20:10181000-10181999	0.001	0.025	0.0	0.0	0	0	0
chr20:10197000-10197999	0.001	0.023	0.0	0.0	0	0	0
chr20:10213000-10213999	0.001	0.029	0.0	0.0	0	0	0
chr20:10229000-10229999	0.004	0.033	0.0	0.0	0	0	0
chr20:10245000-10245999	0.001	0.026	0.0	0.0	0	0	0
chr20:10261000-10261999	0.001	0.027	0.0	0.0	0	0	0
chr20:10277000-10277999	0.001	0.026	0.0	0.0	0	0	0
chr20:10293000-10293999	0.001	0.026	0.0	0.0	0	0	0
chr20:10309000-10309999	0.001	0.027	0.0	0.0	0	0	0
chr20:10325000-10325999	0.001	0.029	0.0	0.0	0	0	0
chr20:10341000-10341999	0.001	0.027	0.0	0.0	0	0	0
chr20:10357000-10357999	0.001	0.027	0.0	0.0	0	0	0
chr20:10373000-10373999	0.001	0.027	0.0	0.0	0	0	0
chr20:10389000-10389999	0.001	0.026	0.0	0.0	0	0	0
chr20:10405000-10405999	0.001	0.028	0.0	0.0	0	0	0
chr20:10421000-10421999	0.001	0.027	0.0	0.0	0	0	0
chr20:10437000-10437999	0.001	0.027	0.0	0.0	0	0	0
chr20:10453000-10453999	0.001	0.027	0.0	0.0	0	0	0
chr20:10469000-10469999	0.001	0.027	0.0	0.0	0	0	0
chr20:10485000-10485999	0.001	0.027	0.0	0.0	0	0	0
chr20:10501000-10501999	0.001	0.027	0.0	0.0	0	0	0
chr20:10517000-10517999	0.001	0.027	0.0	0.0	0	0	0
chr20:10533000-10533999	0.001	0.027	0.0	0.0	0	0	0
chr20:10549000-10549999	0.001	0.027	0.0	0.0	0	0	0
chr20:10565000-10565999	0.001	0.027	0.0	0.0	0	0	0
chr20:10581000-10581999	0.0	0.028	0.0	0.0	0	0	0
chr20:10597000-10597999	0.001	0.027	0.0	0.0	0	0	0
chr20:10613000-10613999	0.001	0.03	0.0	0.0	0	0	0
chr20:10629000-10629999	0.001	0.027	0.0	0.0	0	0	0
chr20:10645000-10645999	0.001	0.028	0.0	0.0	0	0	0
chr20:10661000-10661999	0.001	0.027	0.0	0.0	0	0	0
chr20:10677000-10677999	0.001	0.027	0.0	0.0	0	0	0
chr20:10693000-10693999	0.001	0.027	0.0	0.0	0	0	0
chr20:10709000-10709999	0.001	0.027	0.0	0.0	0	0	0
chr20:10725000-10725999	0.001	0.028	0.0	0.0	0	0	0
chr20:10741000-10741999	0.001	0.027	0.0	0.0	0	0	0
chr20:10757000-10757999	0.001	0.027	0.0	0.0	0	0	0
chr20:10773000-10773999	0.001	0.027	0.0	0.0	0	0	0
chr20:10789000-10789999	0.001	0.027	0.0	0.0	0	0	0
chr20:10805000-10805999	0.001	0.028	0.0	0.0	0	0	0
chr20:10821000-10821999	0.0	0.024	0.0	0.0	0	0	0
chr20:10837000-10837999	0.0	0.024	0.0	0.0	0	0	0
chr20:10853000-10853999	0.0	0.027	0.0	0.0	0	0	0
chr20:10869000-10869999	0.001	0.027	0.0	0.0	0	0	0
chr20:10885000-10885999	0.0	0.025	0.0	0.0	0	0	0
chr20:10901000-10901999	0.001	0.024	0.0	0.0	0	0	0
chr20:10917000-10917999	0.0	0.026	0.0	0.0	0	0	0
chr20:10933000-10933999	0.001	0.028	0.0	0.0	0	0	0
chr20:10949000-10949999	0.0	0.025	0.0	0.0	0	0	0
chr20:10965000-10965999	0.0	0.026	0.0	0.0	0	0	0
chr20:10981000-10981999	0.0	0.025	0.0	0.0	0	0	0
chr20:10997000-10997999	0.001	0.027	0.0	0.0	0	0	0
