region	get reads	find candidates	make pileup images	write outputs	num reads	num candidates	num examples
chr20:10004000-10004999	0.958	0.043	0.028	0.031	561	13	13
chr20:10020000-10020999	0.114	0.032	0.002	0.003	580	1	1
chr20:10036000-10036999	0.034	0.03	0.003	0.003	601	1	1
chr20:10052000-10052999	0.035	0.032	0.003	0.003	608	1	1
chr20:10068000-10068999	0.059	0.03	0.005	0.008	428	3	3
chr20:10084000-10084999	0.02	0.029	0.0	0.0	638	0	0
chr20:10100000-10100999	0.009	0.024	0.0	0.0	53	0	0
chr20:10116000-10116999	0.001	0.022	0.0	0.0	0	0	0
chr20:10132000-10132999	0.001	0.023	0.0	0.0	0	0	0
chr20:10148000-10148999	0.001	0.03	0.0	0.0	0	0	0
chr20:10164000-10164999	0.001	0.027	0.0	0.0	0	0	0
chr20:10180000-10180999	0.001	0.026	0.0	0.0	0	0	0
chr20:10196000-10196999	0.001	0.026	0.0	0.0	0	0	0
chr20:10212000-10212999	0.001	0.026	0.0	0.0	0	0	0
chr20:10228000-10228999	0.001	0.026	0.0	0.0	0	0	0
chr20:10244000-10244999	0.001	0.027	0.0	0.0	0	0	0
chr20:10260000-10260999	0.001	0.026	0.0	0.0	0	0	0
chr20:10276000-10276999	0.001	0.026	0.0	0.0	0	0	0
chr20:10292000-10292999	0.001	0.027	0.0	0.0	0	0	0
chr20:10308000-10308999	0.001	0.026	0.0	0.0	0	0	0
chr20:10324000-10324999	0.001	0.028	0.0	0.0	0	0	0
chr20:10340000-10340999	0.001	0.026	0.0	0.0	0	0	0
chr20:10356000-10356999	0.001	0.026	0.0	0.0	0	0	0
chr20:10372000-10372999	0.001	0.026	0.0	0.0	0	0	0
chr20:10388000-10388999	0.001	0.026	0.0	0.0	0	0	0
chr20:10404000-10404999	0.001	0.024	0.0	0.0	0	0	0
chr20:10420000-10420999	0.001	0.023	0.0	0.0	0	0	0
chr20:10436000-10436999	0.001	0.027	0.0	0.0	0	0	0
chr20:10452000-10452999	0.001	0.025	0.0	0.0	0	0	0
chr20:10468000-10468999	0.001	0.024	0.0	0.0	0	0	0
chr20:10484000-10484999	0.001	0.023	0.0	0.0	0	0	0
chr20:10500000-10500999	0.001	0.026	0.0	0.0	0	0	0
chr20:10516000-10516999	0.001	0.026	0.0	0.0	0	0	0
chr20:10532000-10532999	0.001	0.026	0.0	0.0	0	0	0
chr20:10548000-10548999	0.001	0.023	0.0	0.0	0	0	0
chr20:10564000-10564999	0.0	0.025	0.0	0.0	0	0	0
chr20:10580000-10580999	0.001	0.027	0.0	0.0	0	0	0
chr20:10596000-10596999	0.001	0.026	0.0	0.0	0	0	0
chr20:10612000-10612999	0.001	0.017	0.0	0.0	0	0	0
chr20:10628000-10628999	0.0	0.019	0.0	0.0	0	0	0
chr20:10644000-10644999	0.001	0.021	0.0	0.0	0	0	0
chr20:10660000-10660999	0.001	0.024	0.0	0.0	0	0	0
chr20:10676000-10676999	0.001	0.063	0.0	0.0	0	0	0
chr20:10692000-10692999	0.001	0.031	0.0	0.0	0	0	0
chr20:10708000-10708999	0.001	0.026	0.0	0.0	0	0	0
chr20:10724000-10724999	0.001	0.027	0.0	0.0	0	0	0
chr20:10740000-10740999	0.001	0.025	0.0	0.0	0	0	0
chr20:10756000-10756999	0.001	0.023	0.0	0.0	0	0	0
chr20:10772000-10772999	0.001	0.024	0.0	0.0	0	0	0
chr20:10788000-10788999	0.001	0.027	0.0	0.0	0	0	0
chr20:10804000-10804999	0.001	0.026	0.0	0.0	0	0	0
chr20:10820000-10820999	0.0	0.024	0.0	0.0	0	0	0
chr20:10836000-10836999	0.001	0.023	0.0	0.0	0	0	0
chr20:10852000-10852999	0.001	0.026	0.0	0.0	0	0	0
chr20:10868000-10868999	0.001	0.026	0.0	0.0	0	0	0
chr20:10884000-10884999	0.001	0.027	0.0	0.0	0	0	0
chr20:10900000-10900999	0.001	0.024	0.0	0.0	0	0	0
chr20:10916000-10916999	0.001	0.024	0.0	0.0	0	0	0
chr20:10932000-10932999	0.001	0.025	0.0	0.0	0	0	0
chr20:10948000-10948999	0.0	0.015	0.0	0.0	0	0	0
chr20:10964000-10964999	0.0	0.02	0.0	0.0	0	0	0
chr20:10980000-10980999	0.001	0.017	0.0	0.0	0	0	0
chr20:10996000-10996999	0.0	0.016	0.0	0.0	0	0	0
