region	get reads	find candidates	make pileup images	write outputs	num reads	num candidates	num examples
chr20:10002000-10002999	0.19	0.168	0.024	0.024	582	8	10
chr20:10018000-10018999	0.055	0.035	0.006	0.006	656	2	2
chr20:10034000-10034999	0.032	0.033	0.003	0.004	591	1	1
chr20:10050000-10050999	0.045	0.035	0.005	0.006	524	2	2
chr20:10066000-10066999	0.02	0.032	0.0	0.0	558	0	0
chr20:10082000-10082999	0.032	0.032	0.002	0.003	559	1	1
chr20:10098000-10098999	0.063	0.036	0.018	0.024	176	13	13
chr20:10114000-10114999	0.001	0.026	0.0	0.0	0	0	0
chr20:10130000-10130999	0.001	0.026	0.0	0.0	0	0	0
chr20:10146000-10146999	0.001	0.025	0.0	0.0	0	0	0
chr20:10162000-10162999	0.001	0.026	0.0	0.0	0	0	0
chr20:10178000-10178999	0.001	0.025	0.0	0.0	0	0	0
chr20:10194000-10194999	0.001	0.026	0.0	0.0	0	0	0
chr20:10210000-10210999	0.001	0.026	0.0	0.0	0	0	0
chr20:10226000-10226999	0.001	0.028	0.0	0.0	0	0	0
chr20:10242000-10242999	0.001	0.026	0.0	0.0	0	0	0
chr20:10258000-10258999	0.001	0.026	0.0	0.0	0	0	0
chr20:10274000-10274999	0.001	0.026	0.0	0.0	0	0	0
chr20:10290000-10290999	0.001	0.026	0.0	0.0	0	0	0
chr20:10306000-10306999	0.001	0.034	0.0	0.0	0	0	0
chr20:10322000-10322999	0.001	0.03	0.0	0.0	0	0	0
chr20:10338000-10338999	0.001	0.028	0.0	0.0	0	0	0
chr20:10354000-10354999	0.001	0.026	0.0	0.0	0	0	0
chr20:10370000-10370999	0.001	0.026	0.0	0.0	0	0	0
chr20:10386000-10386999	0.001	0.026	0.0	0.0	0	0	0
chr20:10402000-10402999	0.001	0.027	0.0	0.0	0	0	0
chr20:10418000-10418999	0.001	0.025	0.0	0.0	0	0	0
chr20:10434000-10434999	0.001	0.026	0.0	0.0	0	0	0
chr20:10450000-10450999	0.001	0.026	0.0	0.0	0	0	0
chr20:10466000-10466999	0.001	0.026	0.0	0.0	0	0	0
chr20:10482000-10482999	0.001	0.027	0.0	0.0	0	0	0
chr20:10498000-10498999	0.001	0.026	0.0	0.0	0	0	0
chr20:10514000-10514999	0.001	0.026	0.0	0.0	0	0	0
chr20:10530000-10530999	0.001	0.026	0.0	0.0	0	0	0
chr20:10546000-10546999	0.001	0.026	0.0	0.0	0	0	0
chr20:10562000-10562999	0.001	0.027	0.0	0.0	0	0	0
chr20:10578000-10578999	0.001	0.026	0.0	0.0	0	0	0
chr20:10594000-10594999	0.001	0.026	0.0	0.0	0	0	0
chr20:10610000-10610999	0.001	0.026	0.0	0.0	0	0	0
chr20:10626000-10626999	0.001	0.026	0.0	0.0	0	0	0
chr20:10642000-10642999	0.001	0.026	0.0	0.0	0	0	0
chr20:10658000-10658999	0.001	0.026	0.0	0.0	0	0	0
chr20:10674000-10674999	0.001	0.026	0.0	0.0	0	0	0
chr20:10690000-10690999	0.001	0.026	0.0	0.0	0	0	0
chr20:10706000-10706999	0.001	0.026	0.0	0.0	0	0	0
chr20:10722000-10722999	0.001	0.027	0.0	0.0	0	0	0
chr20:10738000-10738999	0.001	0.026	0.0	0.0	0	0	0
chr20:10754000-10754999	0.001	0.027	0.0	0.0	0	0	0
chr20:10770000-10770999	0.001	0.026	0.0	0.0	0	0	0
chr20:10786000-10786999	0.001	0.026	0.0	0.0	0	0	0
chr20:10802000-10802999	0.001	0.027	0.0	0.0	0	0	0
chr20:10818000-10818999	0.001	0.026	0.0	0.0	0	0	0
chr20:10834000-10834999	0.001	0.026	0.0	0.0	0	0	0
chr20:10850000-10850999	0.001	0.026	0.0	0.0	0	0	0
chr20:10866000-10866999	0.001	0.026	0.0	0.0	0	0	0
chr20:10882000-10882999	0.001	0.026	0.0	0.0	0	0	0
chr20:10898000-10898999	0.001	0.025	0.0	0.0	0	0	0
chr20:10914000-10914999	0.001	0.026	0.0	0.0	0	0	0
chr20:10930000-10930999	0.001	0.025	0.0	0.0	0	0	0
chr20:10946000-10946999	0.001	0.026	0.0	0.0	0	0	0
chr20:10962000-10962999	0.001	0.026	0.0	0.0	0	0	0
chr20:10978000-10978999	0.0	0.023	0.0	0.0	0	0	0
chr20:10994000-10994999	0.001	0.024	0.0	0.0	0	0	0
