region	get reads	find candidates	make pileup images	write outputs	num reads	num candidates	num examples
chr20:10008000-10008999	0.129	0.045	0.029	0.033	492	11	15
chr20:10024000-10024999	0.164	0.047	0.057	0.065	585	19	28
chr20:10040000-10040999	0.054	0.037	0.007	0.008	549	3	3
chr20:10056000-10056999	0.021	0.033	0.0	0.0	573	0	0
chr20:10072000-10072999	0.038	0.036	0.003	0.004	562	1	1
chr20:10088000-10088999	0.407	0.039	0.021	0.029	531	10	10
chr20:10104000-10104999	0.007	0.027	0.0	0.0	0	0	0
chr20:10120000-10120999	0.001	0.027	0.0	0.0	0	0	0
chr20:10136000-10136999	0.001	0.027	0.0	0.0	0	0	0
chr20:10152000-10152999	0.001	0.024	0.0	0.0	0	0	0
chr20:10168000-10168999	0.001	0.025	0.0	0.0	0	0	0
chr20:10184000-10184999	0.001	0.025	0.0	0.0	0	0	0
chr20:10200000-10200999	0.001	0.024	0.0	0.0	0	0	0
chr20:10216000-10216999	0.001	0.024	0.0	0.0	0	0	0
chr20:10232000-10232999	0.001	0.024	0.0	0.0	0	0	0
chr20:10248000-10248999	0.001	0.025	0.0	0.0	0	0	0
chr20:10264000-10264999	0.001	0.024	0.0	0.0	0	0	0
chr20:10280000-10280999	0.001	0.024	0.0	0.0	0	0	0
chr20:10296000-10296999	0.001	0.024	0.0	0.0	0	0	0
chr20:10312000-10312999	0.001	0.024	0.0	0.0	0	0	0
chr20:10328000-10328999	0.001	0.025	0.0	0.0	0	0	0
chr20:10344000-10344999	0.001	0.024	0.0	0.0	0	0	0
chr20:10360000-10360999	0.001	0.025	0.0	0.0	0	0	0
chr20:10376000-10376999	0.001	0.033	0.0	0.0	0	0	0
chr20:10392000-10392999	0.001	0.025	0.0	0.0	0	0	0
chr20:10408000-10408999	0.001	0.025	0.0	0.0	0	0	0
chr20:10424000-10424999	0.001	0.024	0.0	0.0	0	0	0
chr20:10440000-10440999	0.001	0.094	0.0	0.0	0	0	0
chr20:10456000-10456999	0.015	0.056	0.0	0.0	0	0	0
chr20:10472000-10472999	0.001	0.025	0.0	0.0	0	0	0
chr20:10488000-10488999	0.001	0.026	0.0	0.0	0	0	0
chr20:10504000-10504999	0.001	0.025	0.0	0.0	0	0	0
chr20:10520000-10520999	0.001	0.025	0.0	0.0	0	0	0
chr20:10536000-10536999	0.001	0.029	0.0	0.0	0	0	0
chr20:10552000-10552999	0.001	0.026	0.0	0.0	0	0	0
chr20:10568000-10568999	0.001	0.025	0.0	0.0	0	0	0
chr20:10584000-10584999	0.001	0.025	0.0	0.0	0	0	0
chr20:10600000-10600999	0.001	0.025	0.0	0.0	0	0	0
chr20:10616000-10616999	0.001	0.026	0.0	0.0	0	0	0
chr20:10632000-10632999	0.001	0.025	0.0	0.0	0	0	0
chr20:10648000-10648999	0.001	0.03	0.0	0.0	0	0	0
chr20:10664000-10664999	0.001	0.024	0.0	0.0	0	0	0
chr20:10680000-10680999	0.001	0.024	0.0	0.0	0	0	0
chr20:10696000-10696999	0.001	0.024	0.0	0.0	0	0	0
chr20:10712000-10712999	0.001	0.031	0.0	0.0	0	0	0
chr20:10728000-10728999	0.002	0.052	0.0	0.0	0	0	0
chr20:10744000-10744999	0.001	0.044	0.0	0.0	0	0	0
chr20:10760000-10760999	0.001	0.048	0.0	0.0	0	0	0
chr20:10776000-10776999	0.003	0.046	0.0	0.0	0	0	0
chr20:10792000-10792999	0.001	0.052	0.0	0.0	0	0	0
chr20:10808000-10808999	0.001	0.048	0.0	0.0	0	0	0
chr20:10824000-10824999	0.001	0.049	0.0	0.0	0	0	0
chr20:10840000-10840999	0.034	0.057	0.0	0.0	0	0	0
chr20:10856000-10856999	0.004	0.089	0.0	0.0	0	0	0
chr20:10872000-10872999	0.001	0.028	0.0	0.0	0	0	0
chr20:10888000-10888999	0.001	0.027	0.0	0.0	0	0	0
chr20:10904000-10904999	0.001	0.027	0.0	0.0	0	0	0
chr20:10920000-10920999	0.001	0.027	0.0	0.0	0	0	0
chr20:10936000-10936999	0.001	0.027	0.0	0.0	0	0	0
chr20:10952000-10952999	0.001	0.027	0.0	0.0	0	0	0
chr20:10968000-10968999	0.001	0.027	0.0	0.0	0	0	0
chr20:10984000-10984999	0.001	0.026	0.0	0.0	0	0	0
chr20:11000000-11000000	0.001	0.001	0.0	0.0	0	0	0
